alt,caption,dimensionsHeight,dimensionsWidth,displayUrl,locationId,location Name,owner Full Name,owner Username,timestamp
"Photo by Communication Society MMU Cyberjaya in Multimedia University. May be a doodle of 9 people, poster, lego, magazine and text that says 'STEP INTO THE WORLD COMMUNICATION OF C Society SUaR ናናዮ IN... MMU LAND S.E.E. DAY! Date: 26th ៩ 27th April 2025 Time: 10am to 4pm Location: Star Hub, FCM Building, Level 3'.","🎤 Calling All Media Partners for Build with AI UPM 2025!

Are you a content creator, tech blogger, student journalist, or digital media platform? 🎥📰
Join us as a Media Partner and be part of an event that’s shaping the future with Google’s latest AI tools like Gemini, Google AI Studio, and Vertex AI. 🚀

💡 Whether you’re into articles, videos, reels, or podcasts — we want to collaborate!

🤩 Let’s team up!
Reach out for media partnership opportunities:
📧 buildwithai.upm@gmail.com

#BuildWithAI2025 #GDGUPM #GDGMMU #AI #Google",1350,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/491525560_17962225487873735_4654489486073780930_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QG5hJYmokA6CcO8uBavEtx48ArPZR8Uuwp5MIjnU6_2zxOmsCNVMKecFfaKMRqDpS0&_nc_ohc=O6vPuoPWtYQQ7kNvwFjxCpy&_nc_gid=LMN87FY2zdGXaxKWS80h0Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJfWeOFjej1bNGzy4cWbwxU_H-kR9QGpeDqhXWRloHUbg&oe=68210D32&_nc_sid=10d13b,668389676,Multimedia University,Communication Society MMU Cyberjaya,commsocietymmu,2025-04-23T02:22:21.000Z
"Photo shared by Once Upon a Stage on April 28, 2025 tagging @tamucyb, @rentakmmu, @ebeevocals, and @shsommu. May be a cartoon of poster and text that says 'OMMU MULTIMEDIAUNIVERSITY UNIVERSITY MULTIMEDIAL ตาว Once nUpon nce pon Stage Where Dreams Came rиe 4иe 4e 綠之刺 TM TMGROU GROUP'.","Thank you to everyone who joined us for TAMU’s Annual Grand Meeting 2025! From insightful discussions to inspiring moments, it was a day full of energy and collaboration. Here’s to a great year ahead for TAMU! 💚🖤",1350,1080,https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/494082000_1326562111772782_3916393774772465831_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHhsX7JGpqUo84KyP_oSCPD3RIIVl86u1rqCK5aNafrDLvOQuiP0a7lt652aGMDJ58&_nc_ohc=i9HTi9haes0Q7kNvwHWNpCi&_nc_gid=YVWBLmzDoEzOeZsMhoBhMA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ0K1miObK1LlD1gXFRcYh1PVluJ39-F4uT4drX9azlqg&oe=682100C4&_nc_sid=10d13b,234736513,MMU Cyberjaya,Once Upon a Stage,onceuponastage.official,2025-04-28T08:45:25.000Z
,"Join us for another exciting gathering!! 🔥❤️‍🔥 This week we will be tackling the Bible verse where we got our theme from. So come join and have an exciting time with us!!!

📅 Date: 22th April (Tuesday)
🕐 Time: 7:30 PM
📍 Location: FAIE (FOE), CLBR 1023, level G",1137,640,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/490120783_17842036038470539_8189622640123299782_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG1GY2fyQGcUBMIUHtWdxEDx5SluB62E9WWuC71Q2w2MHfk19wGv6O0u67VbiANCfxgzw1lzuGtYQDlknJvkccc&_nc_ohc=LxnS0KAkIxsQ7kNvwHL5zJ4&_nc_gid=-dQIaASexLK6ftKfeIcwmA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLUBSdesGl_lPudxDVYkJOEqozm4vIPdq4FrOrr5g6k-g&oe=6820D7F5&_nc_sid=10d13b,234736513,MMU Cyberjaya,Once Upon a Stage,onceuponastage.official,2025-04-13T08:15:05.000Z
"Photo by eBee Vocals on March 29, 2025. May be an image of 6 people, clarinet, trumpet, flute, oboe, poster and text.","Southeast Asia Division Contest of China International College Students' Innovation Competition (SEA-CICSIC) 2025 is now open for registration till 2 June, 2025. This competition offers an exciting opportunity for students across Southeast Asia to showcase their innovative ideas and projects, engage in knowledge exchange, and network with peers and industry leaders.

The China International College Students’ Innovation Competition (CICSIC) is a premier global event that unites university/college students worldwide to engage in innovation and entrepreneurship. The competition provides a platform for participants to showcase their ideas, collaborate and explore innovative solutions to address global challenges and advance sustainable development. Since its inception in 2015. The competition has successfully held ten consecutive sessions. In 2024, it attracted 20.8 million participants and 5.14 million projects from 5,406 universities across 153 countries and regions.

For more information on SEA-CICSIC 2025 visit our website: https://events.xmu.edu.my/seacicsic25/

To register for the competition visit: https://mys.pilcchina.org/home (link in bio)

Key Dates and Details:
· Registration starts: 25 April 2025
· Final Submission Deadline: 2 June 2025, 12 noon (Malaysian Time) (Deadline Extended)

Special Opportunities:
· Finalists will be awarded a fully sponsored trip to Xiamen University Malaysia to participate in the final competition.
· Win from a total prize pool of up to RM250,000
· Universities that achieve a certain number of registered projects will be guaranteed a slot in the final pitching round.

We look forward to your participation and can't wait to see your innovative ideas come to life!

To provide you with further insights into the competition and assist in your preparation we are hosting an exclusive online briefing on Microsoft Teams. We would be delighted to have you join us for this session.

Details of the Briefing:
· Date: 5 May 2025 (Monday)
· Time: 3:00PM (Malaysian Time)
· Platform: Microsoft Teams · Meeting Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDgwZTczYzUtMjAxOS00NTg5LWI5MTYtNmU2M2I3",1350,1080,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/487315410_17963581304883438_369967180654875802_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHH76k3zN7fvHn-GhPFKcp6QVS9zGUJS0nH_bv9XMvdUc3ooBcdVAHvtlB5b2skclw&_nc_ohc=P1_1FbRuMqsQ7kNvwGa3rg0&_nc_gid=iwv0al1uenMYjOMxvZWFgw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLJhmElclkJrGpUlbT4ZS6demI6sSdbZXqdYghPwUTIpg&oe=6820E0CA&_nc_sid=10d13b,,,eBee Vocals,ebeevocals,2025-03-29T15:47:07.000Z
"Photo by eBee Vocals on March 29, 2025. May be an image of 6 people, poster, concert and text that says 'bee VOca 2024 E'.","🎼Our first event of 2025! Join us for the SHSO 2025 Annual Grand Meeting 🎉🎶

📅 Date: 7th January 2025
🕗 Time: 8:00 PM - 10:00 PM
📍 Venue: FOM Theatre

✨ What's going to happen?

- Introduction of the 24/25 HiComm Term
- A sneak peek at our grand masterplan for an upcoming SHSO event 🤫🪄
- Complimentary Refreshments

Expect laughs, bonding with new & old members, and create new memories and friends! Don’t miss out! 😉

👉 RSVP here - https://forms.gle/UsfTwoZX41zWFbhX7

See you there SHSO! 🎶 bibidi bobidi boo 💫💫

#mmu #mmumalaysia #concert #orchestra #multimediauniversitycyberjaya #multimediauniversity #shsommu #music #orchestraconcert #musiclovers #livemusic #orchestralovers #creativearts #universityevents #cyberjaya #keepingupwiththetrend #shsoontop #orchestramusic #instapost 

Are you going to join? 🤩",1350,1080,https://instagram.fyyz1-2.fna.fbcdn.net/v/t51.2885-15/487062855_17963581139883438_2193507361727078406_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fyyz1-2.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QG0VgS--XSXYL3In_AMchHSTGrS6qk4LvosmPK6vUNkBIYW05kqxaKO6AxNZoqLXmEnYCnvymaMnc_xgrXnVigG&_nc_ohc=2-yTrg086V8Q7kNvwHfQ7Sv&_nc_gid=Psdw0CacD2U5ZOLgey77Zw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLWwX3cyhx7u-TxauuoUDZYH9r5jiGbfqZl4SpILfEkhw&oe=6820E320&_nc_sid=10d13b,,,eBee Vocals,ebeevocals,2025-03-29T15:46:48.000Z
"Photo by eBee Vocals on March 29, 2025. May be an image of 7 people, flute, poster and text.",Want to learn traditional dance?? Our dance instructor will guide you through the process 😉😉 Let's have fun learning!! 😍😍,1350,1080,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/486853042_17963581031883438_4750884158168861055_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGBrF7P7RrLtFE9hzspYF7DEp6W6eBlr1s5kcSPorBf9ZEetAs1PydnApBWXNZv5ku8Q7ENrZv29TKVg6TNqN4c&_nc_ohc=NF1WOL_dwOEQ7kNvwHbwc78&_nc_gid=VIBna_XrMkIiN6vdMtvjxg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIWvHf07V2LMVCweLgJHbBjYGmFZ0sGW8Vh2ki0zZw8uQ&oe=6820D7AC&_nc_sid=10d13b,,,eBee Vocals,ebeevocals,2025-03-29T15:46:23.000Z
"Photo shared by IT Society MMU Cyberjaya on March 23, 2025 tagging @micheal_wong_03, and @_yanru07. Μπορεί να είναι γραφικό αφίσα, περιοδικό και κείμενο που λέει ""OMMU MULTIMEDIA UN U IVERS ER MDIT iT MD Premier Digital Tech TechInstitution TechInstitution stitution TO barcamp CYBERJAYA THE COMMITTEE 7 ஜී 김 23 March 20 April 0I HOD AND COMMITTEE OPEN * POSITIONS EVENT MANAGEMENT SPONSORSHIP TECHNICAL LOGISTICS MEDIA & PUBLICITY TM GROUP"".","🎼cheers to everyone who came to our magical AGM

All the best to the new term of 24/25✨️🎶

#mmu #mmumalaysia #concert #orchestra #multimediauniversitycyberjaya #multimediauniversity #shsommu #music #orchestraconcert #musiclovers #livemusic #orchestralovers #creativearts #universityevents #cyberjaya #keepingupwiththetrend #shsoontop #orchestramusic #instapost",1350,1080,https://instagram.fnic2-2.fna.fbcdn.net/v/t51.2885-15/485308107_18273117397267148_2992223212602408494_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fnic2-2.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFb9HKvkqPr1u6jD-bxXajizWMd2LjBkqKzhxcaaZKZDUA_tBFRTrda8CCjcSOWWs4&_nc_ohc=T9LWukT7YRgQ7kNvwE4n6b5&_nc_gid=kETW8jiRZ1CsIY5BPqbOwg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKpDSlvM2N1HxphkByw-MAQFiFqj2jyxn4tUJ_jG_RUJg&oe=6820E830&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-03-23T10:00:13.000Z
"Photo by IT Society MMU Cyberjaya on April 30, 2025. May be an image of 2 people and text that says 'UniPin GMMU MULTIMEDIA NULTINEOIAURIVEESITY AUNIVERSIE iT MD PremierCigital IT in Business: Real Skills for Real Impact 12m 4PM PMUNTIL UNTIL S.15PM A Career Toolkit for Graduates and Young IT Professionals What gain: How IT drives business transformation Jumpstart Your Tech JumpstartYour Career The tech 6 soft skills every graduate needs Insider tips on what top employers look for REGISTER NOW SPEAKER Ganesh Patmanathan Deputy TO UniPin "" We drive Innovation that delivers real-world impact and you can too. Carmen Tan Assistant Marketing MлaAer. UniPin wWw Unipin. .com f UnipinMalaysia Unipin © Unipin_ Malaysia Unipin Gaming LEAD IMPACT GLOBALLY. unipingamingmy'.","Happy 2025🎉 New year means new secrets 🙊🤫 what's gonna be happening at our AGM❓️❓️ 

#mmu #mmumalaysia #concert #orchestra #multimediauniversitycyberjaya #multimediauniversity #shsommu #music #orchestraconcert #musiclovers #livemusic #orchestralovers #creativearts #universityevents #cyberjaya #keepingupwiththetrend #shsoontop #orchestramusic #instapost",1350,1080,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/491894909_18277133755267148_8506279520842061605_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHvay5fw5ygG0R3MhSmlGrke5hOdGIFDsW1JcCb9LtAJd8hLCwz3rYKUAp0_CArxr8&_nc_ohc=gqx6Z6OlnF8Q7kNvwEqYQgc&_nc_gid=-6tIq0dOUWBqQGVFd1OHaA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKfngSQqc8L0JQgyWYrtwRjI9ZqCHKO8Juxj3aFLOAVkw&oe=6820FD97&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-04-30T10:40:34.000Z
,"The wait is over!
We’re thrilled to announce the official results for the REX Recruitment 2025. A huge thank you to everyone who stepped up and showed their passion, energy, and ideas.

Congratulations to our new REX members !!! your journey starts now! Let’s redefine excellence, together.",1333,750,https://instagram.fpnq17-1.fna.fbcdn.net/v/t51.2885-15/468601709_18347122600123518_387335007235001021_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fpnq17-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QExQYKaStYW3zSe0Lx8jBxuJWJzVy2b3QtVkfLPv1t-JYaILiCK8UhwAjX8OV57BaM&_nc_ohc=wOGpPUCvF1IQ7kNvwEq0Fpn&_nc_gid=rfHdK1Ure0GOYyVZn9SlNA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIc5PAqX0QEkuw-J9N9yYcdnOjvKjghckhAVp7Md_UCGQ&oe=6820E255&_nc_sid=10d13b,668389676,Multimedia University,Creative Multimedia Club (CMC),cmcmmu,2024-11-28T10:00:00.000Z
"Photo by IT Society MMU Cyberjaya on April 14, 2025. May be a cartoon of poster and text that says ""DMMU MEDI UNI ERS MD Fremer chInstitution 다블으! Premier PremierDigitel Digital DiGi iT SOLIDITY SMART WORKSHOP 2025 00000 Tan Aik Wei APU Blockchain & Cryptocurrency Club (APUBCC) President 21ST APRIL 2025 Agmo Space 7:00 7:-9:30 PM 9:30 APUBCC strive lead TM GROUP"".","Greetings Everyone!! 📢📢📢

We are back from the long inactivity !!!! To start off the semester term 2023/2024, we will be having our first non - interaction and virtual annual general meeting 🔥🔥 !!!! 

Above are the AGM posts that contain information about our motives for 2024  new committees and past events. ✨✨ Let's dive into 2024 with anticipation and excitement 🥳🥳 !!!

Thank you for all the SUPPORT and PATIENCE , we as the new term committees are excited to serve our objectives to all of you MMU PEEPS. 

Do follow our IG for more updatesss 🥰

From,
MMU Cyber Badminton Club 🏸",1080,1080,https://instagram.fdac27-1.fna.fbcdn.net/v/t51.2885-15/489339879_18275527765267148_6611530529077263248_n.webp?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=instagram.fdac27-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGsvD-cWzDkNKGk_W5O9xAl0rMzEPfb9ORxJHWdfTim-Oox8NrjPZk_LEt5-Z4Mh2o&_nc_ohc=upNL2wfkzbMQ7kNvwHdLEN7&_nc_gid=qW73xaw_xaECCYkQ354uGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIzSf6LYmIOTMCbgcos8FWFpnouX4eq9IKLjcIMFsOgDA&oe=6820E101&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-04-15T02:24:27.000Z
"Photo shared by Bursa Young Investor Club on December 09, 2024 tagging @imnotdanielarshad, @yzhen0308, and @not_umu.","We extend our heartfelt thanks to everyone who joined the event and the committee who worked behind-the-scenes! ❤️ Your support and enthusiasm turned the event into a truly magical experience ✨️🎶

🎼 This event, jointly organized by Student Lifestyle & Experience (STyLE) @style_mmu and the Siti Hasmah Symphony Orchestra, was not just a celebration of music but also of unity and cultural pride 🎶 

#mmu #mmumalaysia #shsommu #orchestra #concert #orchestraconcert #malaysia #multimediauniversity #music #musicalinstrument",1080,1080,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/469907668_3855080101415774_4291666865089474784_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGhrR69jjDXxs-WSnmIPZGQ0xdXyEwC09pgBdZ63gD6nMXzK0WkN7R6JBcqrFswQz4&_nc_ohc=1fJbp5IuG_UQ7kNvwFzhjWG&_nc_gid=YgEkA5aGNKXNsqPNmI3zvQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJAPWCoJSIJ6i5uHG3n5jEKBrKK1obup4PCuwKNtRFu1g&oe=6820F7EE&_nc_sid=10d13b,565781771,"MMU Campus, Cyberjaya",Bursa Young Investor Club,byic.mmu,2024-12-10T06:09:44.000Z
,"🏸🔥 *It’s game time!* 🔥🏸

The MMU Cyberjaya Badminton Club is facing off against Heriot-Watt in an exciting friendly match! 🏆

📅 Date: 4 February 2025
🕒 Time: 8:30 pm - 10:30 pm
📍 Venue: Shaftsbury Sports Cyberjaya

Come join us for fierce rallies and plenty of fun! Whether you’re rooting for MMU or Heriot-Watt, your support means the world to our players. 🙌💪

Who’s your pick for the win? Drop your predictions below! 🏸💬

#MMUCyberjaya #FriendlyMatch",937,750,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/488217273_18363778048123518_2947449449415907832_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEenb5BfyKN80XxvVacF4Sfsuc322v2GsiA3hTqkchcG3MHHgZhpnXBmCijwNzH-G6RJZ-7ErFgfpIbeatCY77J&_nc_ohc=Lt9IzqfO-wwQ7kNvwEL7Rrb&_nc_gid=eCte91Ulr1b2FvroVRmYmg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLiMFlQRS943znmZNCmsfQ_AI26BccWiAyVQeP4-NGESA&oe=6820DA8D&_nc_sid=10d13b,,,Creative Multimedia Club (CMC),cmcmmu,2025-03-31T01:06:04.000Z
,"🏮🐉 Happy Chinese New Year 2025! 🎉

Wishing you joy, prosperity, and powerful smashes this Year of the Dragon! 💪🏸

From MMU Cyberjaya Badminton Club, have an amazing Lunar New Year! 🏆✨
#YearOfTheDragon #MMUBadmintonClub",937,750,https://instagram.fpos4-1.fna.fbcdn.net/v/t51.2885-15/474877631_18354692173123518_1177394571535796400_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fpos4-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEzUxspi8JNprLvURoWDOr5w1p37A1dXWkVn0JhFYWKG2v74J75giGbi05a1cONeHM&_nc_ohc=IaN9U4nmgpYQ7kNvwF_Hkgz&_nc_gid=g1r-YrhkeA3tR85yKep2hA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLj21TfjwAL0e6w6Kv5oAyphy9_bvPilVkpmO5fKhwGfQ&oe=6821068D&_nc_sid=10d13b,,,Creative Multimedia Club (CMC),cmcmmu,2025-01-25T09:00:50.000Z
,"MMU CYBERJAYA CHESS CLUB (MCCC) IS OPEN FOR RECRUITMENT FOR HICOM POSITIONS. Embark on a strategic journey with us at the Chess Club! The MMU Cyberjaya Chess Club is looking for recruit members to be a part of the club’s High Committees!!! Join a community where strategy meets camaraderie, where every move matters, and victories are celebrated together. Are you interested and curious about joining the team and trying to lend a hand? Join our club team and gain great experience!! So, do apply now to be a part of the HIGH COMMITTEE TERM 2024/2025!!!

Submit your applications here 
https://forms.gle/87V5VhdC4LCiSCt19

We hope that we can meet you soon in the interview See you guys soon! :) Thank you.

For any enquiries, pls contact :
+60 16-611 3563 (Maliny, President)
+60 14-270 2915 (Kalla, Vice President)",1136,640,https://instagram.fnbo9-1.fna.fbcdn.net/v/t51.2885-15/481759276_630016769792518_2444836894899121750_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fnbo9-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QECTez75ABPC8-eWmBRlA7z1kmXQJjhROZ6YgviUEL9t5OQFM3u64qTvls5ccb5MNQ&_nc_ohc=pM0ZG6FaTAYQ7kNvwHw8hFO&_nc_gid=4c8zdoJVYFZSPvvTdODCfg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKq41WmqPefia6zxZF9rb8eXgYKkupQn2oE1BG-PALPOA&oe=6820DF75&_nc_sid=10d13b,,,Cyberjaya Accounting Club (MMU),cac.mmu,2025-02-26T04:52:11.000Z
"Photo by Creative Multimedia Club (CMC) on March 15, 2025. May be an image of computer keyboard, crossword puzzle and text that says 'Come join us! don't esc 賞'.","MMU Shuttle Bus Service 

Dear Students, 

Here's the new timetable for MMU Daily Shuttle Service. 

Yours truly, 
Students' Representative Council 
2023/2024",1350,1080,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/485066019_18361430560123518_3930668776839561150_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHr4A2rb0D5wINZNkznHQJ2EZRNVEvMklauapI63PC_4Z4i0475Ue20agb5ieIkab8m3c-OVaDr_gH9uKkSgu2F&_nc_ohc=29Zs5ODXuvIQ7kNvwGhiCWL&_nc_gid=Ywk9A1gfKA8ta_4idv49WQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI5-slmuF-uxZQ2gZMBYBpAjBegp9zEndYSS6UMWhjLXQ&oe=6820E57C&_nc_sid=10d13b,,,Creative Multimedia Club (CMC),cmcmmu,2025-03-15T22:21:50.000Z
"Photo by Cyberjaya Accounting Club (MMU) on April 13, 2025. May be an image of poster and text that says 'CAC Accoan บ MULTIMEDIAURIVEESIT MULTIMED CAC MEMBERSHIP REGISTRATION 14 APRIL 14APRIL&15APRIL2025 & 15 APRIL 2025 REGISTRATION 5 TIME: 10 TIME:10AM-5P VENUE:CLC-33(2) AM VENUE: CLC-33(2) FEES: NEW MEMBERS: RM8 MEMBERSHIP RENE RENEWAL WAL: RM5 O @cac @@cacmmu ac m mmu in Cyberjaya Accounting inCyberjayaAccountingCub Club SCAN HERE! TM TMGroup Group'.","PTPTN4U STUDENT GUIDE HANDBOOK📖 

📢 Exciting news! 

The PTPTN4U Student Handbook is out now! 📘✨ Whether you have questions about the PTPTN Education Loan or need guidance, this handbook has all the answers you need. 

Check it out and stay informed! 

Yours truly,
Students' Representative Council
2023/2024",1080,1080,https://scontent-bos5-1.cdninstagram.com/v/t51.29350-15/491444820_1303380577406588_5186273834325059539_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QE-xo71Vgb-Xo_7fyDHjmn8dbf1JguESYsoPh3wfg-_GPd-XDyJYZ5IALWpsIBTi72YBtbmgsc6bUPmq6h-Bd8E&_nc_ohc=iKmpR-MpDeoQ7kNvwE-QP9J&_nc_gid=b3sm12912wsXsRiTaNWqHA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJUQ2yEZH0qwj7tip8uWm3Xrs_uHX66M9ieCYb2mFa-cg&oe=6820E55F&_nc_sid=10d13b,,,Cyberjaya Accounting Club (MMU),cac.mmu,2025-04-13T07:34:59.000Z
"Photo shared by Creative Multimedia Club (CMC) on April 13, 2025 tagging @srcmmu_cyber, and @csrwmmu_cyber. May be pop art of poster, water bottle, magazine and text.","UPDATE: The date of the Welcoming Night is on the 23th which is on Tuesday. Sorry for any confusion 😅.

Welcome to all Radio MMU members! Marks the beginning of an exciting journey filled with creativity, passion, and endless possibilities. Let's make every moment count! 🎙️📻

#RadioMMU #WelcomeDay",1350,1080,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/489817950_18365943610123518_4383919346996515348_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QE5lOUBMvqQq26duXuW4LAuaxmqlW7D2X9DBt941-fBgpx3Bj7olTmomyFlAGR4glY&_nc_ohc=Eom52JIGJisQ7kNvwGFG2p9&_nc_gid=fJP4gm_QjYtaioqWhsmHeQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJSQiE445WaT1HPwULfRwOTdGSsAjx8ps_9t3Jz7zeDcw&oe=6821012E&_nc_sid=10d13b,,,Creative Multimedia Club (CMC),cmcmmu,2025-04-14T05:05:09.000Z
"Photo by IT Society MMU Cyberjaya on April 13, 2025. May be a graphic of poster, magazine and text that says 'OMMU MULTIMEDIAUNIVERSITY MULTIMEDIA UNIVERSITY MDIT Premie PremierDigital remier Digital MD Premiaig iT Tach rechinatitution CALLING FOR SPONSORSHIPS! 2025 TECH CAREER Days ANY INQUIRIES ? PLEASE O Justin +60 16 774 9598 EMAIL US AT Raziq Din +60 19 321 4659 techcareerdays@gmail.com KEEP UPDATED WITH OUR SOCIAL MEDIA! @itsocietymmu @techcareerdays_mmu wwwitocietymu.com/tch-crer-d TM GROUP'.","Dear MMU Students,

The MMU Swimming Club is excited to announce the registration for *Life Saving 101: LSSM Bronze Medallion Certification* — your chance to learn essential lifesaving skills and earn a recognized certification!

This course includes 4 professional training sessions and 1 *certification* test, conducted by a certified coach.
Whether you’re aiming for lifeguard qualification, water safety skills, or just to level up your swimming, this programme is for you!

Outside, this certification usually costs RM650 to RM1000 —
At MMU, you’re getting it for as low as RM260!
(The *CHEAPEST* you’ll find in the market!)

⸻

🛟 Pre-requisites:
	•	Able to swim 100m continuously
	•	Able to swim 300m (any stroke)
	•	Able to dive and retrieve an object from a depth of 20m
✅ A pre-requisite test will be conducted on 28 April 2025, from 8:00 PM to 10:00 PM.

⸻

📍 Venue:
MMU Swimming Pool

📅 Programme Period:
March/April 2025 Trimester (Official dates to be announced)

🕒 Training Sessions:
During MMU Swimming Club members’ swimming sessions.

⸻

🗓️ Last Date to Register:
28 April 2025

💰 Fees:
	•	RM260 (MMU Swimming Club Members)
	•	RM350 (Non-Members)

(Compared to outside — this is a steal!)

⸻

For inquiries, contact:
Ahmad Daniel Ikhwan Bin Rosli
Vice-President, MMU Swimming Club
📞 +60 11-6565 6758

Register now:
https://forms.office.com/r/z6CGfTKx0r",1350,1080,https://scontent-mia3-3.cdninstagram.com/v/t51.2885-15/490731184_18275434249267148_7471540311299515301_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHgMFxlOSsauNpcHjZMLzqtxsRZZgQ10m3U27AJ6LgMGyZSwEEqODeCCskhmIPzoZiDcOJWQ0xwUkwJtyAW6yk1&_nc_ohc=RVZTMtkQyGUQ7kNvwFM2v3O&_nc_gid=wo8upSnetvIB_djL4cpeqg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJByjNGK212FGzXVK3G9JQJkLXox12oUDsbYXMWKllkhA&oe=6820F779&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-04-14T04:12:29.000Z
